# temperature,rainfall,humidity,yield_of_corp
21,34,77,51.6
51,50,21,35.8
42,61,95,72.3
35,89,43,49.8
92,72,92,88.0
53,88,81,74.0
39,73,62,57.3
34,27,25,28.1
77,92,65,74.0
47,47,25,36.0
90,84,21,54.3
58,42,98,74.8
22,86,32,39.8
58,80,27,46.9
67,53,47,54.2
90,100,63,78.5
28,81,35,42.1
45,84,28,44.3
97,90,69,81.6
20,44,44,36.8
48,51,83,66.1
75,28,42,49.1
63,59,75,68.2
22,62,95,66.5
38,79,73,63.7
82,25,65,62.1
59,93,74,73.3
72,90,48,63.6
100,53,76,78.6
59,22,34,39.1
32,100,22,40.6
73,68,77,74.0
57,26,20,32.3
43,76,64,60.1
90,29,47,56.3
53,75,45,53.4
84,93,62,74.8
93,60,38,58.9
61,53,88,72.9
71,33,48,51.9
94,99,61,78.5
41,28,52,43.9
51,55,88,70.3
68,86,32,53.6
51,55,83,67.8
58,93,79,75.5
83,31,41,51.6
32,62,80,62.0
64,23,73,60.3
87,27,54,58.5
22,33,67,46.7
66,52,65,62.7
48,72,52,54.8
62,30,94,71.6
71,45,98,79.3
75,22,22,37.9
95,68,58,71.1
47,42,97,71.0
94,98,41,68.3
58,44,21,36.7
27,75,98,72.1
89,31,45,55.4
79,20,92,73.7
45,45,60,52.5
84,75,40,60.2
80,43,34,49.6
43,100,86,75.9
81,99,77,82.6
85,23,39,49.6
44,98,46,55.8
50,72,63,60.9
73,66,27,48.6
89,22,33,47.6
72,47,29,45.5
54,55,54,54.2
42,23,71,52.7
98,59,37,59.7
66,30,31,41.3
61,85,64,67.3
23,76,90,67.1
20,92,50,49.4
77,45,24,44.1
21,50,46,39.3
35,46,54,46.7
31,51,96,67.5
73,29,55,55.2
42,61,88,68.8
73,44,83,72.2
85,72,63,71.4
73,90,92,85.9
89,58,51,63.8
44,55,67,57.7
83,32,64,63.3
92,92,55,73.5
86,43,95,81.9
65,50,99,79.0
60,60,67,63.5
35,54,36,39.3
75,80,32,54.5
26,77,74,60.2
45,29,86,62.3
74,94,89,85.5
73,74,56,64.7
73,63,91,80.0
80,23,73,65.1
57,99,58,65.9
66,78,58,64.4
45,35,97,69.0
50,41,98,72.2
29,58,39,39.8
63,90,41,57.4
75,57,92,79.9
80,61,79,75.7
76,61,46,58.0
94,87,85,88.1
60,53,100,78.6
74,76,84,79.4
32,20,22,24.6
66,64,46,55.6
84,75,23,51.7
89,66,55,67.4
49,75,27,43.2
75,45,77,70.0
20,20,37,28.5
93,20,38,50.9
86,55,71,72.3
77,89,74,77.9
68,82,70,71.8
98,74,46,67.2
84,49,80,75.0
87,61,28,52.3
75,90,53,67.0
90,86,76,82.2
29,33,21,25.8
57,99,57,65.4
54,44,51,50.5
33,78,69,60.0
72,66,73,71.3
61,31,72,60.5
91,56,26,51.5
58,23,54,49.0
63,64,47,55.2
61,79,97,82.6
47,56,93,71.8
89,95,20,55.7
68,77,83,77.3
63,60,62,61.9
54,55,87,70.7
24,73,20,31.8
29,94,29,42.0
77,38,49,55.2
27,33,100,64.7
76,20,59,56.3
33,69,57,52.2
77,94,43,63.4
87,38,77,72.2
61,46,55,55.0
43,96,71,67.6
40,31,38,37.2
95,58,40,60.1
40,83,48,52.6
55,54,66,60.3
53,48,92,71.5
46,76,96,77.0
26,60,75,57.3
26,24,53,39.1
28,45,90,62.4
42,82,83,70.5
65,65,78,71.5
98,28,34,52.0
71,85,61,68.8
63,37,91,71.8
84,67,80,78.6
89,23,67,64.8
74,79,23,49.5
67,76,57,63.8
24,45,20,26.2
64,50,32,45.2
69,31,43,48.4
28,20,30,27.4
69,41,57,57.4
39,71,26,38.9
44,64,51,51.5
45,91,77,70.2
33,69,65,56.2
36,25,40,35.8
84,98,26,57.8
85,26,74,67.7
45,56,58,53.7
78,46,50,57.6
49,70,41,49.2
99,80,20,55.7
56,88,99,83.9
98,51,32,55.6
33,66,70,58.1
54,84,86,76.0
48,64,59,56.7
21,72,67,54.2
96,27,63,65.7
26,25,84,54.8
51,29,46,44.1
79,85,47,64.2
60,20,31,37.5
95,48,27,51.6
44,65,23,37.7
41,87,49,54.2
64,50,56,57.2
30,20,32,29.0
52,59,46,50.4
49,96,30,48.9
60,41,20,36.2
70,25,46,49.0
80,21,35,45.7
99,39,78,76.5
68,34,26,40.2
43,60,36,42.9
73,37,50,54.3
40,34,48,42.8
98,88,77,85.5
73,58,36,51.5
67,60,43,53.6
20,83,92,68.6
41,65,82,66.3
85,68,39,58.6
75,59,83,75.8
95,67,69,76.4
79,42,51,57.6
78,95,21,52.9
85,81,50,66.7
59,78,59,62.8
92,56,86,81.8
79,69,59,67.0
53,95,96,82.9
54,34,96,71.0
34,37,63,49.1
21,20,72,46.3
73,20,39,45.4
94,26,83,74.9
71,23,35,43.4
28,79,93,70.7
38,43,87,63.5
77,28,48,52.7
57,60,40,49.1
90,65,70,75.0
57,87,40,54.5
95,44,35,54.8
54,57,97,76.1
61,28,45,46.4
77,76,64,70.3
47,64,86,69.9
52,33,55,49.7
52,35,98,71.6
65,35,69,61.0
43,29,63,50.2
60,92,21,46.9
90,43,71,71.1
50,90,75,70.5
30,83,38,44.6
32,63,91,67.7
43,72,25,39.8
51,88,74,69.9
82,99,81,84.9
44,54,97,72.5
85,54,78,75.3
54,76,78,70.4
47,70,25,40.6
85,88,27,56.6
78,31,67,63.1
51,52,26,38.7
94,71,61,72.9
61,66,43,53.0
24,94,56,54.0
38,32,76,55.8
78,100,61,73.9
87,71,49,64.8
55,49,41,46.8
72,98,46,64.2
70,87,82,79.4
83,50,53,61.4
83,74,75,77.2
26,83,34,41.4
70,68,42,55.6
45,31,36,37.7
29,65,90,66.7
98,63,27,55.5
97,66,34,59.3
68,73,35,52.5
74,76,58,66.4
61,29,97,72.6
45,96,95,80.2
33,38,26,30.5
89,41,59,64.4
56,48,63,57.9
51,75,73,66.8
73,33,27,42.0
73,82,83,79.8
37,35,58,47.1
84,54,88,80.0
65,26,26,37.7
30,78,36,42.6
81,37,73,68.2
85,58,43,58.6
99,68,56,71.3
77,56,23,45.8
62,52,91,74.5
85,43,81,74.6
60,69,38,50.8
56,59,49,53.1
93,75,77,81.4
41,41,95,68.0
80,21,70,63.2
33,49,34,36.7
96,81,46,68.0
87,98,66,78.7
84,21,57,57.9
44,94,99,81.5
77,50,83,74.6
89,67,29,54.6
69,78,52,62.3
99,87,54,74.1
20,92,80,64.4
43,90,69,65.4
75,33,30,44.1
66,97,75,76.7
66,61,46,55.0
47,55,57,53.6
70,40,26,42.0
71,63,47,57.4
71,88,35,56.4
34,72,98,73.6
76,41,37,49.5
32,65,50,47.6
71,67,56,62.7
91,30,99,82.8
75,51,48,56.7
80,88,90,86.6
74,73,45,59.3
52,36,65,55.3
58,49,55,54.7
58,44,47,49.7
90,73,70,76.6
46,35,59,50.3
46,96,41,53.5
69,89,71,74.0
70,44,83,71.3
75,30,29,43.0
61,61,41,51.0
28,40,58,45.4
75,62,75,72.4
55,63,62,60.1
40,25,63,48.5
85,43,38,53.1
87,48,66,68.7
21,39,28,28.1
58,92,87,79.3
44,77,55,56.1
42,84,43,50.9
30,72,73,59.9
78,49,82,74.2
91,79,47,66.6
63,66,32,48.1
48,53,49,49.5
89,78,47,65.8
21,73,70,55.9
53,71,93,76.6
27,50,96,66.1
35,65,92,69.5
47,94,52,58.9
23,32,60,43.3
56,79,54,59.6
57,22,62,52.5
54,65,20,39.2
99,88,93,93.8
38,64,87,67.7
38,49,79,60.7
78,29,65,61.7
65,94,32,54.3
77,50,73,69.6
73,25,48,50.9
22,58,24,30.2
91,48,91,82.4
38,53,94,69.0
75,54,36,51.3
62,65,61,62.1
53,79,60,61.7
99,26,31,50.4
56,73,56,59.4
30,57,60,50.4
72,55,89,77.1
30,55,80,60.0
38,44,70,55.2
70,94,87,83.3
37,51,33,37.8
33,83,50,51.5
67,45,63,60.6
54,44,33,41.5
74,97,52,67.6
86,74,36,58.6
52,93,90,79.2
81,47,32,49.7
86,97,53,71.7
97,30,57,63.6
86,48,44,57.4
95,30,83,76.0
79,91,91,87.4
61,76,35,51.0
42,82,32,45.0
23,84,28,37.7
79,44,92,78.5
49,35,58,50.7
25,29,99,62.8
31,49,25,31.6
87,81,38,61.3
82,70,24,50.6
59,34,35,42.0
38,34,71,53.7
79,61,64,67.9
96,60,27,54.3
77,36,29,44.8
53,26,84,63.1
86,36,90,78.0
81,75,64,71.3
29,84,62,56.5
37,86,100,78.3
56,61,81,69.5
48,44,57,51.7
53,72,97,78.8
70,55,97,80.5
88,27,98,80.8
82,83,49,65.7
98,36,28,50.6
40,27,36,35.4
57,65,40,50.1
50,49,86,67.8
60,59,29,44.3
30,30,45,37.5
100,59,30,56.8
99,43,82,79.3
39,52,25,34.6
65,51,72,65.7
60,72,90,77.4
63,87,92,82.3
27,43,66,49.7
87,80,48,66.1
65,94,41,58.8
21,28,24,23.9
77,91,81,81.8
88,47,29,50.3
46,54,78,63.6
49,34,66,54.5
73,37,51,54.8
55,47,75,63.4
39,58,43,44.8
63,91,47,60.6
24,77,25,35.1
30,62,31,36.9
82,99,21,54.9
64,91,39,56.9
80,96,82,84.2
28,96,43,49.1
53,85,94,79.9
54,43,45,47.3
82,79,62,71.4
68,61,47,56.1
98,70,60,73.4
99,46,45,61.4
20,58,42,38.6
36,80,66,59.8
100,36,76,75.2
22,99,29,40.9
26,49,66,50.6
40,33,84,60.6
49,21,54,45.9
74,95,53,67.7
99,81,67,79.4
44,89,68,65.0
42,30,68,52.6
33,66,25,35.6
21,41,24,26.5
24,24,25,24.5
32,42,71,53.5
91,46,54,63.5
63,44,42,48.7
36,92,81,69.7
35,91,34,45.7
48,70,97,76.9
26,88,99,74.9
94,95,96,95.2
67,52,55,58.0
84,48,46,57.8
36,56,43,43.5
91,75,91,87.8
76,58,33,50.9
64,20,57,51.7
54,82,31,48.1
78,83,47,63.5
29,86,61,56.4
80,35,34,48.0
87,99,74,82.9
51,27,43,42.2
55,54,76,65.3
43,87,64,62.3
93,79,69,78.2
70,77,48,60.4
25,22,30,26.9
35,75,49,50.0
92,95,59,76.1
40,52,41,42.9
72,62,59,63.5
39,26,90,61.9
49,91,96,80.9
45,25,70,53.5
23,27,40,32.3
75,66,93,82.2
24,94,46,49.0
20,44,76,52.8
64,78,62,65.8
53,75,92,76.9
64,96,31,53.9
97,70,75,80.6
74,45,53,57.7
26,36,52,41.0
82,97,29,58.5
90,85,91,89.5
61,83,67,68.4
36,67,74,61.2
31,88,55,54.4
91,59,31,54.6
33,99,27,43.2
62,25,59,53.1
48,62,73,63.3
25,76,78,61.7
53,28,36,39.5
20,60,50,43.0
98,50,56,67.4
67,48,51,55.2
49,34,62,52.5
85,73,60,70.1
99,92,22,59.1
29,77,47,47.6
55,70,22,41.5
60,88,51,61.1
68,20,88,68.4
96,26,30,49.0
57,88,71,70.2
43,20,100,66.9
86,80,23,53.3
70,29,54,53.8
32,76,82,65.8
74,85,62,70.2
31,36,23,28.0
56,74,36,49.6
45,54,20,34.3
96,23,51,58.9
78,74,88,82.2
94,84,85,87.5
50,83,51,57.1
67,50,78,69.1
79,43,86,75.3
42,36,85,62.3
91,84,42,65.1
29,63,55,48.8
100,95,33,65.5
48,34,61,51.7
37,97,67,64.0
61,94,60,67.1
21,86,78,62.5
32,28,57,43.7
36,70,66,57.8
44,41,81,61.9
82,49,52,60.4
31,85,94,73.3
35,73,79,64.6
50,86,73,68.7
26,65,69,55.3
42,31,88,62.8
23,92,91,70.8
68,31,47,50.1
92,80,35,61.1
54,83,78,71.8
69,68,59,63.8
22,28,98,61.2
63,49,81,69.2
94,63,100,90.8
71,55,22,43.3
76,29,34,45.6
85,85,31,58.0
45,91,66,64.7
97,70,51,68.6
40,43,65,53.1
89,41,88,78.9
67,31,87,69.8
57,99,51,62.4
67,47,96,77.5
55,78,63,63.6
98,37,77,75.3
21,98,36,43.9
43,54,44,45.7
32,25,93,61.1
70,56,43,53.7
40,62,55,51.9
91,35,70,69.3
50,86,99,81.7
57,33,47,47.2
52,84,73,68.9
32,99,55,56.9
100,56,69,75.7
75,35,54,56.5
26,81,75,61.5
92,41,78,74.8
60,99,51,63.3
36,25,25,28.3
100,58,83,83.1
80,65,58,66.0
28,51,75,56.1
39,34,26,31.5
76,50,36,50.8
35,35,63,49.0
72,24,49,50.9
69,39,66,61.5
98,62,51,67.3
70,76,46,59.2
90,23,53,58.1
33,74,83,66.2
78,20,80,67.4
100,73,49,69.1
74,76,67,70.9
84,70,89,83.7
63,90,24,48.9
33,52,91,65.8
32,53,44,42.2
41,36,68,53.5
73,35,54,55.9
93,70,58,70.9
56,30,54,49.8
67,58,26,44.7
61,25,43,44.8
27,95,85,69.6
70,25,28,40.0
93,69,63,73.2
28,53,53,45.5
99,94,32,64.5
52,79,73,67.9
79,63,95,83.8
27,88,24,37.7
85,82,45,64.4
85,91,32,59.7
20,94,84,66.8
22,81,82,63.8
41,45,80,61.3
39,57,30,38.1
46,22,27,31.7
23,76,62,53.1
48,21,88,62.6
48,55,52,51.4
61,55,67,62.8
47,25,46,42.1
52,88,54,60.2
99,94,51,74.0
63,75,82,74.9
56,42,87,68.7
34,91,53,54.9
81,62,86,79.7
31,99,44,51.1
50,57,98,75.4
30,24,33,30.3
70,75,58,65.0
50,62,50,52.4
70,88,79,78.1
81,68,81,78.4
91,94,50,71.1
42,94,32,47.4
57,51,76,65.3
21,22,22,21.7
39,34,66,51.5
78,80,65,71.9
54,50,79,65.7
34,52,20,30.6
28,92,30,41.8
62,98,26,51.2
95,45,69,72.0
88,38,98,83.0
48,31,32,36.6
27,85,31,40.6
35,85,47,51.0
84,63,98,86.8
90,74,97,90.3
93,54,85,81.2
61,37,99,75.2
44,29,32,35.0
60,43,79,66.1
39,79,89,72.0
90,51,65,69.7
78,74,29,52.7
97,46,39,57.8
44,65,95,73.7
69,82,35,54.6
55,92,86,77.9
58,51,63,59.1
82,54,91,80.9
75,49,53,58.8
28,47,47,41.3
78,52,98,82.8
33,65,20,32.9
88,28,34,49.0
52,63,77,66.7
44,23,63,49.3
22,35,41,34.1
67,50,55,57.6
34,35,70,52.2
37,32,76,55.5
86,94,69,79.1
70,61,48,57.2
40,36,41,39.7
34,71,30,39.4
39,79,57,56.0
47,72,28,42.5
39,42,65,52.6
54,50,51,51.7
31,32,57,44.2
92,94,33,62.9
86,21,96,78.0
83,53,75,73.0
79,52,64,66.1
39,98,88,75.3
56,24,81,62.1
83,52,68,69.3
32,87,34,44.0
50,53,52,51.6
66,62,85,74.7
33,91,45,50.6
78,33,96,78.0
38,27,67,50.3
71,90,53,65.8
77,90,29,55.6
80,97,60,73.4
37,65,89,68.6
37,91,79,68.8
32,47,72,55.0
34,48,52,45.8
97,37,79,76.0
69,93,91,84.8
20,50,68,50.0
27,63,21,31.2
87,68,87,83.2
100,37,68,71.4
70,29,53,53.3
38,47,25,33.3
82,90,42,63.6
96,59,37,59.1
60,52,29,42.9
38,81,32,43.6
72,66,23,46.3
73,68,98,84.5
86,41,41,54.5
32,43,53,44.7
78,68,47,60.5
86,80,24,53.8
25,79,38,42.3
43,51,31,38.6
33,63,80,62.5
58,92,42,56.8
93,82,26,57.3
97,58,23,52.2
69,70,68,68.7
100,22,28,48.4
48,82,86,73.8
29,81,87,68.4
97,90,70,82.1
20,62,93,64.9
40,83,27,42.1
35,27,65,48.4
38,86,21,39.1
80,56,52,61.2
43,49,35,40.2
76,49,72,68.6
24,30,79,52.7
45,50,49,48.0
53,63,90,73.5
85,58,61,67.6
50,48,54,51.6
30,36,77,54.7
40,42,81,60.9
61,81,41,55.0
95,32,80,74.9
41,54,67,56.6
98,35,24,48.4
22,61,81,59.3
49,51,85,67.4
24,43,40,35.8
21,21,24,22.5
73,49,73,68.2
84,96,78,83.4
80,71,91,83.7
65,27,78,63.9
22,93,52,51.2
31,71,52,49.5
59,25,22,33.7
56,63,52,55.4
61,40,45,48.8
58,100,22,48.4
76,60,57,63.3
64,50,57,57.7
69,98,30,55.3
43,29,68,52.7
99,72,63,75.6
37,70,68,59.1
48,88,55,59.5
62,34,83,66.9
98,72,23,55.3
79,47,46,56.1
27,49,71,53.4
50,77,22,41.4
91,30,87,76.8
38,100,79,70.9
97,92,62,78.5
93,70,94,88.9
66,57,68,65.2
51,67,44,50.7
30,34,23,27.3
32,100,70,64.6
45,75,24,40.5
52,63,89,72.7
82,28,81,70.7
55,44,45,47.8
84,56,63,67.9
94,84,65,77.5
38,82,50,52.8
98,24,36,52.2
32,31,61,46.3
68,49,72,66.2
97,86,84,88.3
37,41,62,50.3
90,72,98,90.4
99,20,81,74.2
37,80,76,65.1
96,24,79,73.1
52,28,25,33.7
69,67,40,54.1
48,79,21,40.7
58,36,72,60.6
35,89,69,62.8
46,54,76,62.6
41,60,48,48.3
76,71,80,77.0
44,83,56,57.8
46,88,40,51.4
21,43,48,38.9
58,20,44,43.4
94,69,78,81.0
71,43,33,46.4
31,65,64,54.3
68,99,78,79.2
39,39,39,39.0
34,80,94,73.2
76,72,61,67.7
87,97,96,93.5
85,94,87,87.8
77,63,88,79.7
69,93,25,51.8
82,100,59,74.1
72,60,82,74.6
52,74,43,51.9
73,80,100,87.9
44,70,54,54.2
46,60,66,58.8
61,60,83,71.8
80,97,83,84.9
90,77,84,84.4
90,55,95,85.5
74,93,72,76.8
33,21,42,35.1
69,74,78,74.5
50,75,73,66.5
91,46,86,79.5
31,81,65,58.0
80,83,50,65.6
90,96,88,90.2
66,54,86,73.6
38,32,61,48.3
36,80,78,65.8
61,87,94,82.7
66,45,23,40.3
86,86,54,70.0
38,60,50,48.4
45,41,65,54.2
50,66,49,52.7
70,62,90,78.4
93,38,89,80.0
72,88,38,58.2
79,25,60,58.7
94,38,23,47.3
59,95,63,68.2
62,75,54,60.6
88,40,22,45.4
40,27,85,59.9
72,86,61,69.3
78,79,33,55.7
43,47,90,67.3
82,41,91,78.3
22,41,86,57.8
29,88,43,47.8
32,99,65,61.9
35,95,55,57.0
48,21,96,66.6
65,92,63,69.4
34,40,83,59.7
77,20,24,39.1
55,25,37,40.0
50,24,65,52.3
33,51,70,55.1
64,33,34,42.8
20,58,48,41.6
50,65,44,50.0
58,33,33,40.5
88,88,99,93.5
50,22,57,47.9
39,32,47,41.6
100,92,66,81.4
91,30,65,65.8
56,41,20,35.0
44,85,22,41.2
35,53,85,63.6
39,77,31,42.6
100,22,70,69.4
59,66,89,75.4
52,52,46,49.0
37,76,26,39.3
78,71,59,67.1
23,92,69,59.8
80,22,68,62.4
90,23,80,71.6
91,24,40,52.1
93,95,98,95.9
29,30,81,55.2
73,65,24,46.9
63,33,50,50.5
66,64,30,47.6
34,68,77,62.3
45,60,58,54.5
78,33,53,56.5
34,70,38,43.2
60,20,23,33.5
61,56,31,45.0
75,79,81,78.8
75,29,25,40.8
56,54,26,40.6
52,76,54,57.8
97,30,90,80.1
90,67,78,79.4
76,38,57,58.9
46,74,56,56.6
82,74,23,50.9
24,93,43,47.3
57,28,39,42.2
88,78,20,52.0
59,73,69,66.8
56,89,98,83.6
37,84,33,44.4
95,35,37,54.0
39,77,81,67.6
94,22,93,79.1
66,67,100,83.2
39,100,54,58.7
52,60,32,43.6
53,34,39,42.2
86,30,59,61.3
85,21,65,62.2
32,95,67,62.1
67,59,49,56.4
80,43,38,51.6
39,33,63,49.8
77,53,44,55.7
31,30,81,55.8
20,59,20,27.8
49,88,39,51.8
62,52,78,68.0
84,95,63,75.7
57,78,88,76.7
56,68,65,62.9
23,89,94,71.7
69,86,62,68.9
74,31,54,55.4
60,87,53,61.9
47,62,41,47.0
32,75,63,56.1
87,20,35,47.6
46,66,72,63.0
59,28,62,54.3
37,24,88,59.9
49,35,51,47.2
75,34,46,52.3
39,81,89,72.4
31,84,74,63.1
56,82,22,44.2
62,89,51,61.9
30,38,76,54.6
69,76,36,53.9
92,58,100,89.2
68,27,50,50.8
40,64,92,70.8
51,69,83,70.6
79,61,43,57.4
42,58,38,43.2
52,24,97,68.9
76,42,67,64.7
74,44,56,59.0
82,53,36,53.2
65,98,36,57.1
35,47,86,62.9
50,78,66,63.6
62,26,85,66.3
27,30,69,48.6
100,84,81,87.3
36,52,41,41.7
44,58,64,56.8
45,22,91,63.4
48,39,36,40.2
57,61,69,63.8
72,73,64,68.2
21,32,41,33.2
65,83,50,61.1
53,87,28,47.3
45,70,98,76.5
76,28,41,48.9
97,20,69,67.6
34,59,93,68.5
36,32,46,40.2
73,55,52,58.9
80,65,86,80.0
94,59,93,86.5
69,54,33,48.0
35,21,96,62.7
55,52,39,46.4
52,87,91,78.5
50,30,96,69.0
45,77,33,45.4
46,39,26,34.6
87,43,100,84.7
62,47,87,71.5
56,99,33,53.1
81,86,51,67.0
54,34,93,69.5
99,92,73,84.6
38,93,20,40.0
94,23,58,61.8
75,86,90,84.7
95,60,61,71.0
52,96,41,55.3
92,41,65,68.3
42,44,34,38.4
97,95,86,91.1
99,73,50,69.3
54,56,26,40.4
41,77,58,56.7
62,54,51,54.9
81,23,34,45.9
63,51,88,73.1
80,87,94,88.4
22,71,35,38.3
71,91,90,84.5
38,24,94,63.2
62,74,99,82.9
34,29,53,42.5
66,87,39,56.7
82,62,26,50.0
66,41,85,70.5
75,38,31,45.6
53,95,43,56.4
76,47,61,62.7
29,77,54,51.1
68,67,25,46.3
94,42,90,81.6
47,57,91,71.0
26,44,32,32.6
66,67,82,74.2
90,95,93,92.5
38,33,21,28.5
71,55,70,67.3
74,85,61,69.7
99,73,67,77.8
20,42,44,36.4
73,98,50,66.5
22,48,23,27.7
96,26,66,67.0
37,45,84,62.1
60,75,21,43.5
57,71,38,50.3
63,61,55,58.6
73,23,35,44.0
42,38,20,30.2
60,83,55,62.1
24,85,58,53.2
32,98,27,42.7
56,22,21,31.7
67,31,70,61.3
83,96,20,54.1
79,56,84,76.9
72,93,60,70.2
65,81,86,78.7
20,82,100,72.4
52,66,96,76.8
99,66,84,84.9
25,49,87,60.8
74,69,45,58.5
98,23,80,74.0
54,83,26,45.8
66,96,68,73.0
78,71,23,49.1
26,55,75,56.3
46,47,93,69.7
23,36,47,37.6
58,60,58,58.4
49,47,78,63.1
88,41,84,76.6
93,42,74,73.3
95,51,81,79.2
57,42,89,70.0
98,90,75,84.9
74,49,46,55.0
43,35,24,31.9
28,61,77,59.1
66,49,100,79.6
24,31,92,59.4
51,91,51,59.0
39,50,70,56.7
57,65,76,68.1
86,84,61,73.1
50,50,51,50.5
77,55,47,57.6
44,92,30,46.6
55,70,40,50.5
23,58,87,62.0
36,33,94,64.4
79,24,29,43.0
72,57,62,64.0
25,67,44,42.9
68,39,82,69.2
98,44,90,83.2
71,39,40,49.1
63,49,49,53.2
55,58,24,40.1
27,73,75,60.2
72,51,51,57.3
74,22,27,40.1
73,55,24,44.9
70,80,73,73.5
76,54,51,59.1
22,30,46,35.6
44,60,72,61.2
81,44,44,55.1
70,35,91,73.5
90,31,42,54.2
69,37,81,68.6
46,98,66,66.4
51,33,36,39.9
53,77,95,78.8
59,80,83,75.2
37,30,40,37.1
43,91,70,66.1
29,71,75,60.4
60,54,91,74.3
30,58,64,52.6
82,51,80,74.8
79,41,28,45.9
37,69,24,36.9
48,85,56,59.4
21,96,64,57.5
39,37,42,40.1
61,96,31,53.0
99,97,70,84.1
57,50,59,56.6
50,46,42,45.2
40,50,23,33.5
22,37,83,55.5
29,54,86,62.5
76,59,29,49.1
59,84,69,69.0
49,58,71,61.8
50,61,76,65.2
27,60,52,46.1
20,55,26,30.0
21,94,88,69.1
91,59,73,75.6
20,55,57,45.5
37,50,85,63.6
50,43,56,51.6
90,78,86,85.6
56,86,92,80.0
69,22,57,53.6
88,87,87,87.3
49,72,47,52.6
60,42,41,46.9
44,59,78,64.0
39,25,87,60.2
94,44,76,75.0
38,69,81,65.7
72,69,80,75.4
22,95,51,51.1
46,93,74,69.4
89,45,75,73.2
60,58,39,49.1
72,76,73,73.3
92,48,57,65.7
90,67,20,50.4
38,37,67,52.3
79,93,28,56.3
39,60,53,50.2
78,49,70,68.2
28,68,78,61.0
27,82,46,47.5
58,48,34,44.0
24,21,91,56.9
42,82,58,58.0
45,82,51,55.4
85,21,59,59.2
35,89,34,45.3
82,74,72,75.4
96,57,44,62.2
79,63,82,77.3
48,84,46,54.2
88,59,23,49.7
50,73,87,73.1
25,62,60,49.9
84,72,100,89.6
95,52,59,68.4
95,45,80,77.5
37,90,75,66.6
37,45,38,39.1
36,45,81,60.3
76,28,71,63.9
61,53,90,73.9
84,90,99,92.7
50,100,23,46.5
43,58,38,43.5
66,85,61,67.3
81,72,36,56.7
64,26,37,42.9
58,44,76,64.2
57,75,54,59.1
75,86,84,81.7
60,24,27,36.3
97,76,40,64.3
48,74,57,57.7
61,49,38,47.1
70,21,31,40.7
28,44,65,49.7
58,90,24,47.4
63,24,31,39.2
26,87,72,61.2
20,62,29,32.9
67,67,40,53.5
81,81,29,55.0
71,27,46,49.7
60,94,91,82.3
39,76,90,71.9
93,63,72,76.5
47,66,35,44.8
67,92,84,80.5
30,24,27,27.3
48,88,75,69.5
85,94,31,59.8
50,37,83,63.9
88,21,58,59.6
42,31,85,61.3
89,55,68,71.7
38,72,75,63.3
63,32,94,72.3
99,86,73,83.4
99,44,70,73.5
59,20,45,44.2
37,93,73,66.2
20,45,92,61.0
80,27,33,45.9
75,28,64,60.1
93,70,22,52.9
29,26,87,57.4
66,33,61,56.9
70,84,71,73.3
27,46,40,37.3
94,93,52,72.8
65,98,36,57.1
62,46,58,56.8
72,32,60,58.0
57,99,92,82.9
100,30,85,78.5
56,59,23,40.1
24,42,56,43.6
76,39,24,42.6
99,30,53,62.2
61,80,83,75.8
72,92,42,61.0
48,56,34,42.6
66,50,84,71.8
64,35,62,57.2
28,55,34,36.4
55,23,49,45.6
70,88,87,82.1
91,52,78,76.7
52,75,60,60.6
22,24,33,27.9
99,60,74,78.7
72,30,89,72.1
42,26,81,58.3
89,37,56,62.1
36,67,39,43.7
51,96,80,74.5
70,21,37,43.7
36,33,31,32.9
87,94,34,61.9
21,28,66,44.9
68,44,27,42.7
50,40,20,33.0
30,90,24,39.0
65,41,90,72.7
22,92,91,70.5
51,78,20,40.9
26,49,100,67.6
48,39,29,36.7
75,88,56,68.1
29,36,77,54.4
38,66,46,47.6
51,88,38,51.9
39,40,26,32.7
48,68,50,53.0
30,100,64,61.0
85,37,25,45.4
61,81,92,80.5
88,96,73,82.1
72,43,58,59.2
39,41,65,52.4
66,48,52,55.4
40,60,59,53.5
96,22,80,73.2
51,65,82,69.3
36,50,39,40.3
55,30,48,46.5
83,45,41,54.4
45,43,24,34.1
20,51,91,61.7
49,73,99,78.8
33,100,73,66.4
22,20,98,59.6
50,90,27,46.5
71,21,85,68.0
77,98,27,56.2
87,82,34,59.5
96,53,45,61.9
41,64,45,47.6
99,76,94,91.9
100,72,45,66.9
43,62,42,46.3
97,83,44,67.7
76,66,88,80.0
67,75,42,56.1
79,91,91,87.4
93,28,24,45.5
34,91,64,60.4
71,35,72,64.3
72,40,98,78.6
73,58,29,48.0
52,21,71,55.3
56,61,26,42.0
88,92,49,69.3
39,59,92,69.5
91,59,64,71.1
40,47,84,63.4
31,71,55,51.0
91,33,89,78.4
81,26,91,75.0
87,51,61,66.8
95,98,87,91.6
22,44,64,47.4
44,83,58,58.8
88,56,35,55.1
32,95,51,54.1
91,43,94,82.9
37,63,34,40.7
37,83,72,63.7
63,71,55,60.6
97,35,80,76.1
53,36,48,47.1
29,34,60,45.5
49,99,35,52.0
34,28,73,52.3
72,83,62,69.2
56,61,31,44.5
88,58,95,85.5
56,49,35,44.1
65,45,23,40.0
44,73,28,41.8
54,79,55,59.5
72,61,64,65.8
91,55,63,69.8
57,89,74,71.9
80,51,42,55.2
75,89,63,71.8
